text,is_burden,index,section,parts
" (2)The applicant or his authorised representative, if so required, shall appear before the Board for personal representation.
                 ",1,1549,0,0
" 7.(1) An individual registered as an investment adviser under these regulations and partners and representatives of an investment adviser registered under these regulations offering investment advice shall have the following minimum qualifications, at all times:
(a)A professional qualification or post-graduate degree or post graduate diploma in finance, accountancy, business management, commerce, economics, capital market, banking, insurance or actuarial science from a university or an institution recognized by the central government or any state government or a recognised foreign university or institution or association; or
(b)A graduate in any discipline with an experience of at least five years in activities relating to advice in financial products or securities or fund or asset or portfolio management.
                 ",1,1550,0,0
" (2)An individual registered as an investment adviser and partners and representatives of investment advisers registered under these regulations offering investment advice shall have, at all times, a certification on financial planning or fund or asset or portfolio management or investment advisory services:
(a)from NISM; or
(b)from any other organization or institution including Financial Planning Standards Board India or any recognized stock exchange in India provided that such certification is accredited by NISM.:
Provided that the existing investment advisers seeking registration under these regulations shall ensure that their partners and representatives obtain such certification within two years from the date of commencement of these regulations:
Provided further that fresh certification must be obtained before expiry of the validity of the existing certification to ensure continuity in compliance with certification requirements.
Capital adequacy.
                 ",1,1551,0,0
" 8.(1) Investment advisers which are body corporate shall have a net worth of not less than twenty five lakh rupees.
                 ",1,1552,0,0
" (2)Investment advisers who are individuals or partnership firms shall have net tangible assets of value not less than rupees one lakh:
 Provided that existing investment advisers shall comply with the capital adequacy requirement within one year from the date of commencement of these regulations.
                 ",1,1553,0,0
" 9.The Board on being satisfied that the applicant complies with the requirements specified in regulation 6 shall send intimation to the applicant and on receipt of the payment of registration 1[***] fees as specified in Second Schedule, grant certificate of registration in Form B under First Schedule, subject to such terms and conditions as the Board may deem fit and appropriate.
 Period of validity of certificate.
                 ",1,1554,0,0
" 10.The certificate of registration granted under regulation 9 shall be valid 2[till it is suspended or cancelled by the Board.]
                 ",1,1555,0,0
" 12.(1) After considering an application made under regulation 3, if the Board is of the opinion that a certificate should not be granted to the applicant, it may reject the application after giving the applicant a reasonable opportunity of being heard.
                 ",1,1556,0,0
" (2)The decision of the Board to reject the application shall be communicated to the applicant within thirty days of such decision.
                 ",1,1557,0,0
" (3)Where an application for a certificate is rejected by the Board, the applicant shall forthwith cease to act as an investment adviser:
 Provided that nothing contained in this regulation shall affect the liability of the applicant towards its existing clients under law.
                 ",1,1558,0,0
" “11. (1) Three months before the expiry of the period of validity of the certificate, the investment adviser may, if he so desires, make an application in Form A for grant of renewal of certificate of registration.
(2)The application for renewal under sub-regulation (1) shall be dealt with in the same manner as if it were an application made under sub-regulation (2) of regulation 3 for grant of certificate.”
7
Conditions of certificate.
                 ",1,1559,0,0
" 13.The certificate granted under regulation 9 shall, inter alia, be subject to the following conditions:-
(a)the investment adviser shall abide by the provisions of the Act and these regulations;
(b)the investment adviser shall forthwith inform the Board in writing, if any information or particulars previously submitted to the Board are found to be false or misleading in any material particular or if there is any material change in the information already submitted;
(c)the investment adviser, not being an individual, shall include the words
‘investment adviser’ in its name:
Provided that if the investment advisory service is being provided by a separately identifiable department or division or a subsidiary, then such separately identifiable department or division or subsidiary shall include the words ‘investment adviser’ in its name;
(d)individuals registered as investment advisers shall use the term ‘investment adviser’ in all their correspondences with their clients.
Recognition of body or body corporate for regulation of investment advisers.
                 ",1,1560,0,0
" 15.(1) An investment adviser shall act in a fiduciary capacity towards its clients and shall disclose all conflicts of interests as and when they arise.
                 ",1,1561,0,0
" (2)An investment adviser shall not receive any consideration by way of remuneration or compensation or in any other form from any person other than the client being advised, in respect of the underlying products or securities for which advice is provided.
                 ",1,1562,0,0
" (3)An investment adviser shall maintain an arms-length relationship between its activities as an investment adviser and other activities.
                 ",1,1563,0,0
" (4)An investment adviser which is also engaged in activities other than investment advisory services shall ensure that its investment advisory services are clearly segregated from all its other activities, in the manner as prescribed hereunder.
                 ",1,1564,0,0
" (5)An investment adviser shall ensure that in case of any conflict of interest of the investment advisory activities with other activities, such conflict of interest shall be disclosed to the client.
                 ",1,1565,0,0
" (6)An investment adviser shall not divulge any confidential information about its client, which has come to its knowledge, without taking prior permission of its clients, except where such disclosures are required to be made in compliance with any law for the time being in force.
                 ",1,1566,0,0
" (7)An investment advisor shall not enter into transactions on its own account which is contrary to its advice given to clients for a period of fifteen days from the day of such advice.
 Provided that during the period of such fifteen days, if the investment adviser is of the opinion that the situation has changed, then it may enter into such a transaction on its own account after giving such revised assessment to the client at least 24 hours in advance of entering into such transaction.
                 ",1,1567,0,0
" (8)An investment advisor shall follow Know Your Client procedure as specified by the Board from time to time.
                 ",1,1568,0,0
" (9)An investment adviser shall abide by Code of Conduct as specified in Third Schedule.
                 ",1,1569,0,0
" (10)An investment adviser shall not act on its own account, knowingly to sell securities or investment products to or purchase securities or investment product from a client.
                 ",1,1570,0,0
" (11)In case of change in control of the investment adviser, prior approval from the Board shall be taken.
                 ",1,1571,0,0
" (12)Investment advisers shall furnish to the Board information and reports as may be specified by the Board from time to time.
                 ",1,1572,0,0
" (13)It shall be the responsibility of the Investment Adviser to ensure that its representatives and partners, as applicable, comply with the certification and qualification requirements under Regulation 7 at all times.
                 ",1,1573,0,0
" 16.Investment adviser shall ensure that,-
(a)it obtains from the client, such information as is necessary for the purpose of giving investment advice, including the following:-
(i)age;
9
(ii)investment objectives including time for which they wish to stay invested, the purposes of the investment ;
(iii)income details;
(iv)existing investments/ assets;
(v)risk appetite/ tolerance;
(vi)liability/borrowing details.
(b)it has a process for assessing the risk a client is willing and able to take, including:
(i)assessing a client’s capacity for absorbing loss;
(ii)identifying whether client is unwilling or unable to accept the risk of loss of capital;
(iii)appropriately interpreting client responses to questions and not attributing inappropriate weight to certain answers.
(c)where tools are used for risk profiling, it should be ensured that the tools are fit for the purpose and any limitations are identified and mitigated;
(d)any questions or description in any questionnaires used to establish the risk a client is willing and able to take are fair, clear and not misleading, and should ensure that:
(i)questionnaire is not vague or use double negatives or in a complex language that the client may not understand;
(ii)questionnaire is not structured in a way that it contains leading questions.
(e)risk profile of the client is communicated to the client after risk assessment is done;
(f)information provided by clients and their risk assessment is updated periodically.
                 ",1,1574,0,0
" 17.Investment adviser shall ensure that,-
(a)All investments on which investment advice is provided is appropriate to the risk profile of the client;
(b)It has a documented process for selecting investments based on client’s investment objectives and financial situation;
(c)It understands the nature and risks of products or assets selected for clients;
(d)It has a reasonable basis for believing that a recommendation or transaction entered into:
(i)meets the client’s investment objectives;
(ii)is such that the client is able to bear any related investment risks consistent with its investment objectives and risk tolerance;
10
(iii)is such that the client has the necessary experience and knowledge to understand the risks involved in the transaction.
(e)Whenever a recommendation is given to a client to purchase of a particular complex financial product, such recommendation or advice is based upon a reasonable assessment that the structure and risk reward profile of financial product is consistent with clients experience, knowledge, investment objectives, risk appetite and capacity for absorbing loss.
                 ",1,1575,0,0
" 18.(1) An investment adviser shall disclose to a prospective client, all material information about itself including its business, disciplinary history, the terms and conditions on which it offers advisory services, affiliations with other intermediaries and such other information as is necessary to take an informed decision on whether or not to avail its services.
                 ",1,1576,0,0
" (2)An investment adviser shall disclose to its client, any consideration by way of remuneration or compensation or in any other form whatsoever, received or receivable by it or any of its associates or subsidiaries for any distribution or execution services in respect of the products or securities for which the investment advice is provided to the client.
                 ",1,1577,0,0
" (3)An investment adviser shall, before recommending the services of a stock broker or other intermediary to a client, disclose any consideration by way of remuneration or compensation or in any other form whatsoever, if any, received or receivable by the investment adviser, if the client desires to avail the services of such intermediary.
                 ",1,1578,0,0
" (4)An investment adviser shall disclose to the client its holding or position, if any, in the financial products or securities which are subject matter of advice.
                 ",1,1579,0,0
" (5)An investment adviser shall disclose to the client any actual or potential conflicts of interest arising from any connection to or association with any issuer of products/ securities, including any material information or facts that might compromise its objectivity or independence in the carrying on of investment advisory services.
                 ",1,1580,0,0
" (6)An investment adviser shall, while making an investment advice, make adequate disclosure to the client of all material facts relating to the key features of the products or securities, particularly, performance track record.
                 ",1,1581,0,0
" (7)An investment adviser shall draw the client’s attention to the warnings, disclaimers in documents, advertising materials relating to an investment product which it is recommending to the client.
                 ",1,1582,0,0
" 19.(1) An investment adviser shall maintain the following records,-
(a)Know Your Client records of the client;
(b)Risk profiling and risk assessment of the client;
11
(c)Suitability assessment of the advice being provided;
(d)Copies of agreements with clients, if any;
(e)Investment advice provided, whether written or oral;
(f)Rationale for arriving at investment advice, duly signed and dated;
(g)A register or record containing list of the clients, the date of advice, nature of the advice, the products/securities in which advice was rendered and fee, if any charged for such advice.
                 ",1,1583,0,0
" (2)All records shall be maintained either in physical or electronic form and preserved for a minimum period of five years:
 Provided that where records are required to be duly signed and are maintained in electronic form, such records shall be digitally signed.
                 ",1,1584,0,0
" (3)An investment adviser shall conduct yearly audit in respect of compliance with these regulations from a member of Institute of Chartered Accountants of India or Institute of Company Secretaries of India.
                 ",1,1585,0,0
" 20.An investment adviser which is a body corporate or a partnership firm shall appoint a compliance officer who shall be responsible for monitoring the compliance by the investment adviser in respect of the requirements of the Act, regulations, notifications, guidelines, instructions issued by the Board.
                 ",1,1586,0,0
" 21.(1) An investment adviser shall redress client grievances promptly.
                 ",1,1587,0,0
" (2)An investment adviser shall have adequate procedure for expeditious grievance redressal.
                 ",1,1588,0,0
" (3)Client grievances pertaining to financial products in which investments have been made based on investment advice, shall fall within the purview of the regulator of such financial product.
                 ",1,1589,0,0
" (4)Any dispute between the investment adviser and his client may be resolved through arbitration or through Ombudsman authorized or appointed for the purpose by any regulatory authority, as applicable.
                 ",1,1590,0,0
" 22.Investment advisers which are banks, NBFCs and body corporate providing distribution or execution services to their clients shall keep their investment advisory services segregated from such activities:
 Provided that such distribution or execution services can only be offered subject to the following:
(a)The client shall not be under any obligation to avail the distribution or execution services offered by the investment adviser.
12
(b)The investment adviser shall maintain arms length relationship between its activities as investment adviser and distribution or execution services.
(c)All fees and charges paid to distribution or execution service providers by the client shall be paid directly to the service providers and not through the investment adviser.
                 ",1,1591,0,0
" 23.The Board may suo motu or upon receipt of information or complaint appoint one or more persons as inspecting authority to undertake inspection of the books of accounts, records and documents relating to investment advisers for any of the following reasons, namely: -
(a)to ensure that the books of account, records and documents are being maintained by the investment adviser in the manner specified in these regulations;
(b)to inspect into complaints received from clients or any other person, on any matter having a bearing on the activities of the investment adviser;
(c)to ascertain whether the provisions of the Act and these regulations are being complied with by the investment adviser;
(d)to inspect into the affairs of a investment adviser, in the interest of the securities market or in the interest of investors.
Notice before inspection.
                 ",1,1592,0,0
" (2)Notwithstanding anything contained in sub-regulation (1), where the Board is satisfied that in the interest of the investors no such notice should be given, it may by an order in writing direct that the inspection of the affairs of the investment adviser be taken up without such notice.
                 ",1,1593,0,0
" (3)During the course of an inspection, the investment adviser against whom the inspection is being carried out shall be bound to discharge its obligations as provided in regulation 25.
                 ",1,1594,0,0
" 25.(1) It shall be the duty of every investment adviser in respect of whom an inspection has been ordered under the regulation 23 and any other associate person who is in possession of relevant information pertaining to conduct and affairs of such investment adviser, including representative of investment adviser, if any, to produce to the inspecting authority such books, accounts and other documents in his custody or control
                 ",1,1595,0,0
" and furnish him with such statements and information as the inspecting authority may require for the purposes of inspection.
                ",1,1596,0,0
" (2)It shall be the duty of every investment adviser and any other associate person who is in possession of relevant information pertaining to conduct and affairs of the investment adviser to give to the inspecting authority all such assistance and shall extend all such co-operation as may be required in connection with the inspection and shall furnish such information as sought by the inspecting authority in connection with the inspection.
                 ",1,1597,0,0
" (3)The inspecting authority shall, for the purposes of inspection, have power to examine on oath and record the statement of any employees, directors, partners or person responsible for or connected with the activities of investment adviser or any other associate person having relevant information pertaining to such investment adviser.
                 ",1,1598,0,0
" (4)The inspecting authority shall, for the purposes of inspection, have power to obtain authenticated copies of documents, books, accounts of investment adviser, from any person having control or custody of such documents, books or accounts.
                 ",1,1599,0,0
" 26.The inspecting authority shall, as soon as possible, on completion of the inspection submit an inspection report to the Board:
 Provided that if directed to do so by the Board, the inspecting authority may submit an interim report.
                 ",1,1600,0,0
" (2)Any exemption granted by the Board under sub-regulation (1) shall be subject to the applicant satisfying such conditions as may be specified by the Board including conditions to be complied with on a continuous basis.
                 ",1,1601,0,0
" 29.In order to remove any difficulties in the application or interpretation of these regulations, the Board may issue clarifications and guidelines in the form of circulars.
 Power of the Board over body or body corporate recognized under regulation 14.
                 ",1,1602,0,0
" 3.(1) A person against whom any specified proceedings have been initiated and are pending or may be initiated, may make an application to the Board in the Form specified in Part-A of the Schedule-I.
                 ",1,1603,0,0
" (2)The application made under sub-regulation (1) shall be accompanied by a non-refundable application fee as specified in Part-B of Schedule I and the undertakings and waivers as specified in Part-C of Schedule-I:
 Provided that the rejection or withdrawal of the application shall not affect the continued validity of the undertakings and waivers given in respect of limitation or laches in respect of the initiation or continuation or restoration of any legal proceeding and the waivers given under sub-paras (d), (e), (f) and (g) of para 12 of the undertaking and waivers as provided in Part-C of the Schedule-I and subject to such undertakings and waivers, the Board or the applicant, shall be free to initiate or pursue such proceedings as may be appropriate in accordance with law.
                 ",1,1604,0,0
" (3)The applicant shall make full and true disclosures in the application in respect of the alleged default(s):
 Provided that the facts established against the applicant or admitted in any ongoing or concluded proceedings in India or outside India, with respect to the same cause of action, under any law, shall be deemed to be admitted by the applicant in respect of the proceedings proposed to be settled.
                 ",1,1605,0,0
" (4)The applicant shall make one application for settlement of all the proceedings that have been initiated or may be initiated in respect of the same cause of action.
                 ",1,1606,0,0
" (5)An application that is not complete in all respects or does not conform to the requirements of these regulations shall be returned to the applicant.
                 ",1,1607,0,0
" (6)The applicant whose application has been returned under sub- regulation (5) may, within fifteen days from the date of communication from the Board, submit the complete and revised application that conforms to the requirements of these regulations:
 Provided that no further opportunity shall be given to the applicant to make an application in respect of the alleged default at the same stage of the proceedings, as indicated in Table I in Schedule-II.
                 ",1,1608,0,0
" (7)Where the applicant is an association or a firm or a body corporate or a limited liability partnership, the application and undertakings and waivers shall be executed by the person in charge of, and responsible for the conduct of the business of such firm or association or body corporate and the same shall bind the firm or association, the body corporate and any officer who is in default.
                 ",1,1609,0,0
" (8)An application for settlement of defaults related to disclosures, shall to the extent possible, be made after making the required disclosure.
                 ",1,1610,0,0
" 4.(1) An application in respect of any specified proceeding pending before the Board shall not be considered if it is made after sixty days from the date of service of the notice to show cause or supplementary notice(s) to show cause, whichever is later.
                 ",1,1611,0,0
" (2)Notwithstanding anything contained in sub-regulation (1), the Board may consider the application, if satisfied that there was sufficient cause for not filing it within the specified period and it is accompanied with non-refundable fees as specified in Part-B of the Schedule-I:
 Provided that, where the application is filed after sixty calendar days from the expiry of the period specified in sub-regulation (1), the settlement amount determined in accordance with Schedule-II of these regulations shall be increased by twenty five percent:
                 ",1,1612,0,0
"  Provided further that, no such delayed application shall be considered if the application is filed after one hundred and twenty calendar days from the expiry of the period specified in sub-regulation (1) or after the first hearing, whichever is earlier.
                 ",1,1613,0,0
" (3)The provisions of this regulation shall not apply in the case of proceedings pending before the Tribunal or any court.
                 ",1,1614,0,0
" 5.(1) No application for settlement of any specified proceedings shall be considered, if:
(a)an earlier application with regard to the same alleged default had been rejected;
(b)the audit or investigation or inspection or inquiry, if any, in respect of any cause of action, is not complete, except in case of applications involving confidentiality; or
(c)monies due under an order issued under securities laws are liable for recovery under securities laws.
                 ",1,1615,0,0
" (2)The Board may not settle any specified proceeding, if it is of the opinion that the alleged default, -
i.has market wide impact,
ii.caused losses to a large number of investors, or
iii.affected the integrity of the market.
                 ",1,1616,0,0
" (3)Without prejudice to the generality of the foregoing provisions, for settling any specified proceeding the Board may inter alia take into account the following factors, -
(a)whether the applicant has refunded or disgorged the monies due, to the satisfaction of the Board;
(b)whether the applicant has provided an exit or purchase option to investors in compliance with securities laws, to the satisfaction of the Board;
5
(c)whether the applicant is in compliance with securities laws or any order or direction passed under securities laws, to the satisfaction of the Board;
(d)any other factor as may be deemed appropriate by the Board.
                 ",1,1617,0,0
" (4)Without prejudice to sub-regulations (1) and (3), the Board may not settle the specified proceedings where the applicant is a wilful defaulter, a fugitive economic offender or has defaulted in payment of any fees due or penalty imposed under securities laws.
                 ",1,1618,0,0
" (5)Nothing contained in these regulations shall be construed to restrict the right of the Panel of Whole Time Members to consider or reject any application in respect of any specified proceeding without examination by the Internal Committee or the High Powered Advisory Committee.
                 ",1,1619,0,0
" 6.(1) An application may at any time be rejected on the following grounds:
(a)Where the applicant refuses to receive or respond to the communications sent by the Board;
(b)Where the applicant does not submit or delays the submission of information, document, etc., as called for by the Board;
(c)Where the applicant who is required to appear, does not appear before the Internal Committee on more than one occasion;
(d)Where the applicant violates in any manner the undertaking and waivers as provided in Part-C of the Schedule-I;
(e)Where the applicant does not remit the settlement amount within the period specified in clause (a) of sub-regulation (2) of regulation 15 and/or does not abide by the undertaking and waivers.
                 ",1,1620,0,0
" (2)The rejection under sub-regulation (1) shall be communicated to the applicant:
 Provided that the applicant shall continue to be bound by the waivers given in respect of limitation or laches in respect of the initiation or continuation or restoration of any legal proceeding and the waivers given under sub-paras (d), (e), (f) and (g) of para 12 of the undertaking and waivers as provided in Part-C of the Schedule-I.
                 ",1,1621,0,0
" 7.(1) An application may be withdrawn at any time prior to the communication of the decision of the Panel of Whole Time Members under regulation 15.
                 ",1,1622,0,0
" (2)An applicant who withdraws an application under sub-regulation (1) shall not be permitted to make another application in respect of the same default:
 Provided that, as may be recommended by the High Powered Advisory Committee, such an application may be considered subject to an increase of atleast fifty percent over the settlement amount determined in accordance with Schedule-II of these Regulations.
                 ",1,1623,0,0
" 8.(1) The filing of an application for settlement of any specified proceedings shall not affect the continuance of the proceedings save that the passing of the final order shall be kept in abeyance till the application is disposed of.
                 ",1,1624,0,0
" (2)Where the application is filed in case of proceedings that may be initiated against the applicant, such proceedings shall not be initiated till the application is rejected or withdrawn:
 Provided that, the filing of an application shall not prohibit the initiation of any proceedings, in so far as may be deemed necessary for the purpose of issuance of interim civil and administrative directions to protect the interests of investors and to maintain the integrity of the securities markets.
                 ",1,1625,0,0
" 9. (1) The settlement terms may include a settlement amount and/or non-monetary terms, in accordance with the guidelines specified in Schedule-II.
                 ",1,1626,0,0
" (2)The non-monetary terms may include the following:
(a)Suspension or cessation of business activities for a specified period;
(b)Exit from Management;
(c)Disgorgement on account of the action or inaction of the applicant;
(d)Refraining from acting as a partner or officer or director of an intermediary or as an officer or director of a company that has a class of securities regulated by the Board, for specified periods;
(e)Cancel securities and reduce holdings where the securities are issued fraudulently, including bonus shares received on such securities, if any, and reimburse any dividends received, etc.;
(f)Lock-in of securities;
(g)Implementation of enhanced policies and procedures to prevent future securities laws violations as well as agreeing to appoint or engage an independent consultant to review internal policies, processes and procedures;
(h)Provide enhanced training and education to employees of intermediaries and securities market infrastructure institutions;
(i)Submit to enhanced internal audit and reporting requirements.
                 ",1,1627,0,0
" (3)The settlement amount, excluding the legal costs and disgorged amount, shall be credited to the Consolidated Fund of India.
                 ",1,1628,0,0
" (4)The application fee referred to in sub-regulation (2) of regulation 3 and the legal costs, if any, forming part of the settlement amount shall be credited to the Securities and Exchange
                 ",1,1629,0,0
" (5)The amount of profits made or losses avoided by the applicant that may be disgorged as part of the settlement terms, shall be credited to the Investor Protection and Education Fund.
                 ",1,1630,0,0
" 10.While arriving at the settlement terms, the factors indicated in Schedule-II may be considered, including but not limited, to the following:
(a)conduct of the applicant during the specified proceeding, investigation, inspection or audit;
(b)the role played by the applicant in case the alleged default is committed by a group of persons;
(c)nature, gravity and impact of alleged defaults;
(d)whether any other proceeding against the applicant for non-compliance of securities laws is pending or concluded;
(e)the extent of harm and/or loss to the investors’ and/or gains made by the applicant;
(f)processes that have been introduced since the alleged default to minimize future defaults or lapses;
(g)compliance schedule proposed by the applicant;
(h)economic benefits accruing to any person from the non-compliance or delayed compliance;
(i)conditions which are necessary to deter future non-compliance by the same or another person;
(j)satisfaction of claim of investors regarding payment of money due to them or delivery of securities to them;
(k)any other enforcement action that has been taken against the applicant for the same violation;
(l)any other factors necessary in the facts and circumstances of the case.
9
                 ",1,1631,0,0
" (5)The High Powered Advisory Committee shall conduct its meetings in the manner specified by the Board in this regard:
 Provided that:
(i)where any member of the High Powered Advisory Committee seeks recusal, the remaining two or more members may submit their recommendation on the terms of settlement;
(ii)where no consensus or majority may be reached, the recommendation made by the Judicial member shall be considered to be the recommendation of the High Powered Advisory Committee and in case of recusal of the Judicial member, the recommendations of the remaining two or more members shall be submitted for consideration to the Panel of Whole Time Members; and
10
(iii)where all or all but one of the members of the High Powered Advisory Committee recuse themselves in respect of an application, the Board may constitute another High Powered Advisory Committee.
Internal committee(s).
                 ",1,1632,0,0
" 13.(1) Save as otherwise provided in these regulations, an application shall be referred to an Internal Committee to examine whether the proceedings may be settled and if so to determine the settlement terms in accordance with these regulations.
                 ",1,1633,0,0
" (3)The proposed settlement terms, if any, shall be placed before the High Powered Advisory Committee.
                 ",1,1634,0,0
" 14.(1) The High Powered Advisory Committee shall consider the proposed settlement terms placed before it along with the following:
(a)the application, undertaking and waivers of the applicant;
(b)factors specified in regulation 10;
(c)settlement terms or revised settlement terms proposed by the applicant;
(d)any other relevant material available on record.
                 ",1,1635,0,0
" 12
 Provided that where the recommendations of the High Powered Advisory Committee to settle the specified proceedings are rejected, the panel of Whole Time Members shall record reasons for rejection of the recommendations:
                 ",1,1636,0,0
"  Provided further that where the recommendation of the High Powered Advisory Committee to settle the specified proceedings are rejected, such decision of the panel of Whole Time Members shall be communicated to the applicant.
                 ",1,1637,0,0
" 16.(1) Notwithstanding anything contained in Chapter VI, before initiating any specified proceeding, the Board may issue a notice of summary settlement in the format as specified in Part-A of Schedule-III, calling upon the noticee to file a settlement application under Chapter- II and submit the settlement amount and/or furnish an undertaking in respect of other non- monetary terms or comply with other non-monetary terms, as may be specified in the summary settlement notice in respect of the specified proceeding(s) to be initiated for the following defaults,-
i.Delayed disclosures, including filing of returns, report, document, etc.;
ii.Non-disclosure in relation to companies exclusively listed on regional stock exchanges which have exited;
iii.Disclosures not made in the specified formats;
iv.Delayed compliance of any of the requirements of law or directions issued by the Board;
v.Such other defaults as may be determined by the Board.
Provided that, the specified proceeding(s) shall not be settled under this Chapter, if in the opinion of the Board, the applicant has failed to make a full and true disclosure of facts or failed to co-operate in the required manner.
                 ",1,1638,0,0
" (3)The noticee may, within thirty calendar days from the date of receipt of the notice of settlement, -
(a)file a settlement application in the Form specified in Part-A of Schedule-I along with non-refundable application fee as specified in Part-B and the undertakings and waivers as specified in Part-C of Schedule-I;
(b)remit the settlement amount as specified in the notice of settlement;
(c)comply or undertake to comply with other non-monetary terms as specified in the notice of settlement, as the case may be; and
(d)seek rectification of the calculation of the settlement amount, as communicated in the notice of settlement, at the time of filing the settlement application and in all such cases, the decision of the Board shall be final and remittance shall be done within thirty calendar days from the date of receipt of the decision of the Board:
Provided that, the Board may for reasons to be recorded, grant extension of time not exceeding a further period of fifteen calendar days for filing the settlement application, remittance of the settlement amount and/or furnishing an undertaking in respect of any of the non-monetary terms or compliance with any of the non-monetary terms specified in the notice of settlement.
                 ",1,1639,0,0
" 17.Notwithstanding anything contained in these regulations, where a noticee does not file a settlement application under this Chapter or remit the settlement amount and/or comply with other non-monetary terms to the satisfaction of the Board or withdraws the settlement application at any time prior to the communication of the decision of the Board, the specified proceedings may be initiated, and such a noticee shall only be permitted to file a settlement application in respect of the proceedings pending before the Court or Tribunal, after conclusion
                 ",1,1640,0,0
" of proceedings before the Adjudicating Officer or the Board, as the case may be.
                ",1,1641,0,0
" 18.(1) A notice of settlement in the format as specified in Part-B of Schedule-III, indicating the substance of the probable charges and enforcement actions, may, except in cases covered under Chapter VII, be issued by the Board prior to the issuance of the notice to show cause so as to afford the noticee an opportunity to file a settlement application under Chapter-II, within fifteen calendar days from the date of receipt of the settlement notice.
                 ",1,1642,0,0
" (2)Notwithstanding anything contained in the settlement notice, the Board shall have the right to modify the nature of the enforcement action to be initiated against the noticee and the charges stated in the notice shall not confer any right to seek settlement on the said basis or avoid any enforcement action due to modified charges.
                 ",1,1643,0,0
" (3)Where a noticee does not file the settlement application under this Chapter or withdraws the settlement application at any time prior to the communication of the decision of the Panel of Whole Time Members under regulation 15, the specified proceedings may be initiated and such a noticee shall only be permitted to file a settlement application in respect of the proceedings pending before a Court or tribunal, after conclusion of the proceedings before the Adjudicating Officer or the Board, as the case may be.
                 ",1,1644,0,0
" (2)Notwithstanding anything contained in this Chapter, where an applicant fails to comply with the conditions mentioned in this regulation, the Board may rely upon the information and evidence submitted by the applicant in any proceedings
                 ",1,1645,0,0
" (4)For the purpose of seeking confidentiality, the applicant or its authorized representative may make an application containing all the relevant disclosures pertaining to the information as specified in Schedule-IV for furnishing the information and evidence relating to the commission of any violation of securities laws.
                 ",1,1646,0,0
" (6)The Board may, for reasons to be recorded in writing, at any stage, reject the application if the information, documents or evidence is found to be incomplete or false to the knowledge of the applicant.
                 ",1,1647,0,0
" (7)The rejection of the application for confidentiality shall be communicated to the applicant.
                 ",1,1648,0,0
" 20. (1) The provisions of Chapters IV to VI of these regulations may be applied mutatis mutandis to a settlement application filed under this Chapter and a settlement order passed accordingly.
                 ",1,1649,0,0
" (2)The information, documents and evidence provided by the applicant under this chapter shall be submitted in the manner specified by the Board.
                 ",1,1650,0,0
" 21. For the purposes of providing the applicant with interim confidentiality and assurance from being proceeded with, the Board may not initiate regulatory measures when the Board has a reasonable belief that the information provided to it relates to a possible securities law violation that has occurred, is ongoing or about to occur.
                 ",1,1651,0,0
" 22. Notwithstanding anything contained in Chapter X, the following shall be treated as confidential, -
(a)the identity of the applicant seeking confidentiality; and
(b)the information, documents and evidence furnished by the applicant under this Chapter:
Provided that, the identity of the applicant or such information or documents or evidence may not be treated as confidential if, —
(i)the disclosure is required by law;
18
(ii)the applicant has agreed to such disclosure in writing; or
(iii)there has been a public disclosure by the applicant.
                 ",1,1652,0,0
" 23.(1) The Adjudicating Officer shall by an appropriate order dispose of the proceeding pending before him on the basis of the approved settlement terms.
                 ",1,1653,0,0
" (3)The settlement order passed under these regulations shall, contain the details of the alleged default(s), relevant provisions of the securities laws, brief facts and circumstances relevant to the alleged default, the admissions made by the applicant, if any and the settlement terms.
                 ",1,1654,0,0
" 24.(1) Save as otherwise provided in these regulations, the provisions with regard to settlement of specified proceedings shall mutatis mutandis apply to an application for settlement of any proceeding pending before the Tribunal or any court.
                 ",1,1655,0,0
" (2)The proposal of settlement along with the settlement terms or rejection thereof shall be placed before such Tribunal or court for appropriate orders.
                 ",1,1656,0,0
" 25.Settlement orders shall be served on the applicant and shall also be published on the website of the Board:
                 ",1,1657,0,0
" 19
 Provided that settlement orders in matters relating to the confidentiality shall not, directly or indirectly, disclose the identity of the applicant, but shall indicate the provisions of securities laws which the applicant is alleged to have violated.
                 ",1,1658,0,0
" 27.(1) A settlement order under these regulations shall not be admissible as evidence in any other proceeding relating to an alleged default not covered under the settlement order nor affect the right of third parties arising out of the alleged default.
                 ",1,1659,0,0
" (2)Where any applicant who obtains a settlement order is also noticee along with any other person in any civil and administrative proceeding, the Adjudicating Officer or the Board while disposing proceedings against such other person may make necessary observations in respect of the applicant in so far as is necessary to prove the act of another:
 Provided that, unless the settlement order is revoked, such observations shall qua the applicant be subject to the settlement order obtained by the applicant.
                 ",1,1660,0,0
" (3)Where any person has obtained a settlement order, which contains observations in respect of any other person for the commission of an alleged default, such an order shall not in itself be admissible as evidence against such other person.
                 ",1,1661,0,0
" 28.(1) If the applicant fails to comply with the settlement order or at any time after the settlement order is passed, it comes to the notice of the Board that the applicant has not made full and true disclosure or has violated the undertakings or waivers, settlement order shall stand revoked and withdrawn and the Board shall restore or initiate the proceedings, with respect to
                 ",1,1662,0,0
" (2)Whenever any settlement order is revoked, no amount paid under these regulations shall be refunded.
                 ",1,1663,0,0
